Weight,Length1,Length2,Length3,Height,Width,Species_ID,Species
1487,46.7,38.5,63.2,7.6763,5.9654,7,Pike
1261,33.2,55.7,37,8.3355,3.578,7,Pike
1329,56.5,47.1,49.1,10.556,6.357,7,Pike
1092,54.7,42.2,40.4,10.4623,3.1703,7,Pike
273,55.9,44.7,43.7,6.4612,3.5771,7,Pike
1343,31.9,41,43.3,6.9061,5.6086,7,Pike
933,37.2,35.6,53.1,5.2977,3.0892,7,Pike
1428,49.9,63.8,43.7,8.2679,6.453,7,Pike
1390,50.5,50,67,5.8072,3.7449,7,Pike
1205,42.8,42,50.1,6.6076,4.947,7,Pike
1643,34.3,60,41.5,7.8493,3.656,7,Pike
1569,48.8,60.6,46.4,5.1791,7.846,7,Pike
641,32,52.1,61.5,5.9465,7.7458,7,Pike
1089,44.1,41.8,59.4,10.8145,5.9826,7,Pike
1228,53.7,47.8,58.5,8.7488,4.2792,7,Pike
784,38.4,38.3,47,9.9053,7.7246,7,Pike
1574,52,39,67,5.8002,6.6599,7,Pike
1159,54.3,62.6,53.4,6.2007,5.0753,7,Pike
900,41.8,38.8,56.6,8.3747,5.0765,7,Pike
988,30.9,36.2,39.2,6.2548,7.7894,7,Pike
766,53.3,61,66.2,10.0715,7.0403,7,Pike
876,44,38,45.4,5.6544,5.923,7,Pike
476,51.2,54.1,64.9,5.2505,3.4224,7,Pike
1128,36,53.3,45.4,8.4946,5.59,7,Pike
431,33.3,36.8,52.6,8.4468,6.9753,7,Pike
297,32.5,41.4,37.5,6.3856,4.7914,7,Pike
1149,46.1,42,55,7.5922,3.1646,7,Pike
564,43.1,44.8,62.3,6.7193,4.1687,7,Pike
866,53.8,36.6,42.8,7.2119,4.7803,7,Pike
1141,58.5,35.3,41.3,9.1011,4.6845,7,Pike
1038,45.7,47,59.6,5.7428,3.1923,7,Pike
425,52.5,60.3,60.6,10.904,7.5997,7,Pike
327,43.7,36.8,34.6,5.7331,4.0973,7,Pike
1392,44.1,49.5,59.6,7.7577,3.1152,7,Pike
945,58.8,60.1,43.9,7.4757,7.2997,7,Pike
612,39,34.1,57.3,10.2021,4.3307,7,Pike
733,52.6,51.7,36.5,7.0693,3.3001,7,Pike
219,31.7,63.2,63.1,7.5249,5.6085,7,Pike
1492,40.6,59.4,59.7,5.2408,7.0269,7,Pike
595,34.6,45.8,47.9,5.2466,4.2705,7,Pike
1531,44.1,42,65.5,8.495,7.4416,7,Pike
225,43.9,58.7,51.9,9.2026,7.7365,7,Pike
510,57.3,36.4,46.7,6.6755,4.3838,7,Pike
303,57.2,38.3,63.1,8.6568,3.1391,7,Pike
851,58,32.4,34.1,5.1645,3.3211,7,Pike
734,35,34.6,34.1,5.1894,7.1158,7,Pike
1204,43.3,33.1,55,8.2873,5.8939,7,Pike
554,33.3,38.1,57.1,7.228,5.6017,7,Pike
898,43,34.1,34.8,9.3357,3.6642,7,Pike
321,35.4,59,58,10.3157,3.9697,7,Pike
285,40.4,50.7,54.1,9.9724,3.6158,7,Pike
1372,50.9,36,34,5.509,5.1247,7,Pike
1130,46.2,47.9,59.4,8.356,3.5776,7,Pike
1436,43.6,56.4,39,10.3137,6.153,7,Pike
398,43.3,55.3,54,8.6173,7.117,7,Pike
1418,44.1,37.5,38.9,10.7873,5.0982,7,Pike
716,34.9,47.3,65.3,9.6667,3.8007,7,Pike
627,44.7,49.9,44.5,5.3606,5.1918,7,Pike
1285,48.1,32.6,57.7,10.6356,6.5209,7,Pike
1389,39.6,63.9,41.9,8.1624,5.7992,7,Pike
1624,39.9,59.3,35.1,8.1007,5.3785,7,Pike
993,44.6,34.1,62.1,6.0309,5.726,7,Pike
1329,31.5,32.6,41.2,7.7519,3.3163,7,Pike
1050,49.2,53.9,41.5,6.7193,5.7948,7,Pike
1206,54.9,49.9,42.2,7.0274,3.0489,7,Pike
1257,36.9,36.9,60.5,9.1788,4.6012,7,Pike
833,35.8,59.4,41.1,10.0664,6.9883,7,Pike
679,33.8,35.2,51,6.8537,3.7683,7,Pike
657,35.8,35.6,60.5,9.2994,7.286,7,Pike
1480,48.1,53.1,44.9,10.7677,7.8068,7,Pike
546,39.1,46.8,64,8.2956,5.7461,7,Pike
1204,34.5,61,54,7.9953,7.8413,7,Pike
1428,50.2,47.2,64.8,5.9046,5.5059,7,Pike
313,46.5,63.3,54.7,5.9546,6.2329,7,Pike
1491,42.1,43.5,50.9,6.1942,4.8761,7,Pike
1251,43.1,49.8,52.3,5.4556,3.5305,7,Pike
952,45.3,37.9,62.4,9.3468,3.4101,7,Pike
706,37.7,38.9,56.1,9.1374,6.9644,7,Pike
1300,44,39.1,60.3,5.7131,5.2211,7,Pike
1207,31.5,38.9,60.9,9.3274,7.717,7,Pike
586,49.1,40,49.1,6.8216,4.0737,7,Pike
1170,47,56.5,49,9.4883,4.1844,7,Pike
1571,55.7,43.3,43.8,8.7926,4.961,7,Pike
202,51.6,62.5,35,9.2116,6.2906,7,Pike
302,33.2,47.3,48.7,7.2154,3.3141,7,Pike
874,55.6,63.2,56.2,10.1475,3.5652,7,Pike
256,46.7,57.6,38.4,5.2481,4.9552,7,Pike
804,42,48.1,61.1,8.5929,5.6794,7,Pike
677,37.3,32.3,66.9,8.0982,3.0724,7,Pike
1257,43.2,44.1,58.1,10.2832,3.3774,7,Pike
1438,32.7,57.7,52.4,5.2269,7.806,7,Pike
1140,40.5,60.1,47.7,5.1094,3.6353,7,Pike
884,10.5,38.6,20.3,8.8739,2.8032,5,Perch
683,32.2,24.7,12.5,10.5186,3.4434,5,Perch
384,31.4,40,21.3,8.3085,3.0045,5,Perch
54,23.5,18.3,40.4,8.5115,4.0667,5,Perch
137,13.3,21.8,35.3,8.3722,2.2396,5,Perch
884,13.2,30.1,26.1,2.2698,5.5196,5,Perch
448,33.6,20.1,28.4,3.9082,6.4668,5,Perch
75,24.7,10.7,38.3,6.1968,6.6816,5,Perch
716,35.3,9.8,17.5,12.3075,4.9676,5,Perch
309,14.2,8.4,31,12.9119,5.2153,5,Perch
225,38.1,17.1,44.2,6.9399,1.1929,5,Perch
544,36.4,32.2,30.3,6.76,6.6808,5,Perch
879,23.2,9.4,35.3,3.5763,2.1726,5,Perch
715,8.5,22.6,31.9,12.9902,3.6349,5,Perch
670,36.2,24.8,23.2,10.2829,7.7728,5,Perch
531,9.6,42.9,11.7,7.4976,1.7369,5,Perch
967,16,19.1,13.3,12.649,6.0479,5,Perch
349,16,8.9,26.5,2.5722,3.2491,5,Perch
1008,26.9,39.2,30,6.6103,4.9389,5,Perch
522,38.3,13.5,14.4,3.5409,5.0151,5,Perch
8,15.7,15.8,40.3,10.9081,6.7144,5,Perch
882,37.6,34.7,37.1,12.9298,5.693,5,Perch
438,37.6,29,26.6,12.1816,6.4225,5,Perch
442,17,33.9,25.6,12.2698,6.9505,5,Perch
48,19.6,23,19,4.3533,2.4645,5,Perch
820,35.4,19,26.6,6.7505,4.0425,5,Perch
462,16.8,12.2,16.3,4.7371,3.6457,5,Perch
161,28.8,26.5,10.1,2.0125,3.6244,5,Perch
983,17.5,42,30,3.6574,2.5807,5,Perch
15,9.5,15.4,32.9,11.5497,5.5422,5,Perch
1040,22.6,10.5,24,8.3544,4.8077,5,Perch
497,26.5,39.1,11.4,11.873,1.5194,5,Perch
181,40,23.7,29.6,6.5024,7.509,5,Perch
195,26.2,8.6,34.8,9.9202,2.2129,5,Perch
1077,30,39.8,25.3,6.2018,3.0323,5,Perch
967,14.6,30.2,30.4,11.3,1.5653,5,Perch
981,30.1,16.4,27,11.1273,4.656,5,Perch
713,28.9,30.2,19.6,12.2501,1.2841,5,Perch
1016,25.1,9.8,14.8,5.3321,1.5152,5,Perch
526,20,11.8,23.4,9.803,1.7841,5,Perch
685,23.7,17.1,43,9.4544,7.181,5,Perch
344,37.6,16.2,34.9,12.7564,7.2937,5,Perch
524,29.9,41.8,20.1,11.8472,6.3058,5,Perch
483,14.3,28.2,26.5,10.4561,4.8189,5,Perch
1057,17.9,26.9,27.4,2.7089,6.1234,5,Perch
948,20,33.6,22.2,5.1627,4.9893,5,Perch
983,18.6,25.1,15.6,12.1493,5.4081,5,Perch
549,29.9,33.1,35.8,3.3724,3.2953,5,Perch
806,32.8,32.8,40.1,3.8179,7.6634,5,Perch
678,21.9,23.6,11.7,9.5958,5.1921,5,Perch
532,31,25.7,36.4,5.933,3.7478,5,Perch
568,12.9,35.1,22.6,9.0673,4.396,5,Perch
337,11.4,31.1,33.9,7.3513,3.7197,5,Perch
294,31.7,17.6,36.2,2.1467,5.2261,5,Perch
898,38.1,32.7,8.2,5.6624,6.4513,5,Perch
583,25.1,13.7,39.7,8.9019,2.8477,5,Perch
1099,12.5,36.7,25.9,8.9888,1.1552,5,Perch
244,21.3,10.4,38.1,4.364,4.8816,5,Perch
440,31.2,25.1,43,7.805,7.5552,5,Perch
915,32.4,36,34.8,8.6648,6.6687,5,Perch
933,10.3,19,42.5,4.2637,7.6193,5,Perch
1050,19.9,41.5,30.1,11.174,7.8638,5,Perch
370,29.7,29.9,40.1,6.9557,6.4805,5,Perch
11,28.8,36.6,36.3,11.0855,4.8502,5,Perch
400,13.5,33.7,31.2,8.7135,5.2684,5,Perch
605,23.7,14.7,15.5,11.6865,7.634,5,Perch
282,24.3,20.1,8.7,11.2554,4.0468,5,Perch
984,39,21.7,28.5,11.7677,4.2217,5,Perch
186,7.2,41,15.6,10.7028,6.1761,5,Perch
934,29.5,23.3,25.1,10.5151,1.0975,5,Perch
20,15.1,31.2,38.1,6.709,2.4509,5,Perch
549,32.1,37.2,34.8,5.1957,2.9515,5,Perch
369,10,42.2,19.7,3.9034,2.4956,5,Perch
350,18.2,35,38.1,4.7576,7.8992,5,Perch
606,39.7,13.1,9.1,10.6409,3.7641,5,Perch
306,19,24.1,8.9,10.2048,1.0463,5,Perch
863,8.5,41.5,45.7,8.7884,6.0109,5,Perch
334,17.5,39.9,9.9,7.7459,7.0023,5,Perch
740,33.9,25,25.9,5.826,6.8611,5,Perch
1016,33.4,25.6,23.2,11.6627,1.1707,5,Perch
989,26.3,12.1,9,4.0282,7.7477,5,Perch
1010,23.5,11.6,26.2,2.6896,4.3731,5,Perch
847,35,33.4,42.4,7.5417,4.7646,5,Perch
470,38.8,25.2,13.8,4.6965,5.9319,5,Perch
998,9.2,30.2,21.7,6.7911,7.4024,5,Perch
396,14.5,12.3,15.4,5.0698,4.6723,5,Perch
364,15.6,15.4,22.8,8.6879,4.7111,5,Perch
824,36.9,8.5,8.2,2.199,7.2547,5,Perch
969,32.9,26.1,37.2,8.8723,4.1194,5,Perch
452,11,40.1,42.2,3.6056,7.3809,5,Perch
500,30.5,38.6,37.4,9.0825,7.6337,5,Perch
585,31.3,34.1,22.6,9.7971,3.1633,5,Perch
461,25.8,33.5,22.2,6.3582,3.1587,5,Perch
931,13.3,17.6,23.7,12.1062,5.3069,5,Perch
1091,19.9,37.9,14.3,11.8926,2.6233,5,Perch
219,7.5,32.8,30.9,2.2742,1.7828,5,Perch
574,13.1,35.4,13.8,8.8821,6.2297,5,Perch
590,23.5,39,22.7,5.478,1.4195,5,Perch
1046,20.3,42.6,13,7.9688,7.5062,5,Perch
169,30.4,16.2,44.7,10.8942,6.7653,5,Perch
593,31.2,35.4,10.7,9.2572,2.9798,5,Perch
1049,24.5,27.5,18.7,11.6368,6.7365,5,Perch
1027,20.9,14.9,37.8,5.2469,1.8073,5,Perch
424,19.6,15.4,16.3,11.6325,1.911,5,Perch
426,36,24.9,35.5,11.6326,2.4844,5,Perch
733,29.5,35.6,17.5,10.3548,5.983,5,Perch
112,33.1,15.3,29.6,9.3002,4.7053,5,Perch
396,19.3,40.8,41.9,4.0791,4.6794,5,Perch
17,15.7,10.4,22.7,7.1195,6.5389,5,Perch
13,10.4,19.1,8.4,5.3204,6.5378,5,Perch
832,8.4,12.3,25.3,10.9146,5.0944,5,Perch
405,17.1,30.1,34.9,8.7969,7.0381,5,Perch
928,34.9,24.8,19.7,11.9201,1.9631,5,Perch
148,16.6,32.5,25.8,3.2885,3.4963,5,Perch
155,28.6,40.7,12.2,3.1508,1.7318,5,Perch
730,33.7,20.5,10.1,8.754,2.9132,5,Perch
439,31.1,21.3,16.4,8.1496,5.7435,5,Perch
9,8.7,19.6,33.6,4.7613,3.0321,5,Perch
72,14.6,13,41.6,5.9627,3.5284,5,Perch
854,33.5,16.1,14.1,6.6393,6.7338,5,Perch
630,25,17.6,38.2,2.6828,1.0732,5,Perch
1003,21.9,17.3,40,10.4226,3.2653,5,Perch
16,11.4,19.5,22.9,12.7429,4.3668,5,Perch
1073,8.3,21.2,26,3.411,5.9536,5,Perch
56,27.4,41.2,33.5,8.2832,7.9045,5,Perch
252,29,10,33.7,9.5818,6.6054,5,Perch
592,21.6,31.2,34.9,6.427,4.1609,5,Perch
816,26,21.6,21.5,10.6908,7.0389,5,Perch
575,12.7,16.6,27.2,5.6358,3.4247,5,Perch
1098,37.7,30.9,40.9,12.9806,4.7768,5,Perch
124,21.2,25.3,42.3,3.5651,7.0517,5,Perch
217,25,29.2,30,6.6549,2.78,5,Perch
371,28.6,20.3,14.1,7.7382,4.5379,5,Perch
494,13.8,41.4,19,4.5431,6.9987,5,Perch
361,8.1,32.4,32.5,4.7401,6.9357,5,Perch
489,32,31.4,24.2,9.8747,6.029,5,Perch
409,22.1,28.2,45.4,3.2584,4.5101,5,Perch
740,33.2,16.4,41.7,12.4583,1.3294,5,Perch
925,31.5,30.4,41.5,10.7435,5.8762,5,Perch
323,16.8,37.6,22.8,6.0523,7.393,5,Perch
689,11.5,31.6,43.3,9.9742,6.3821,5,Perch
626,38.7,30.1,26.9,2.044,4.3162,5,Perch
331,20.8,15.7,13,9.4993,2.6151,5,Perch
291,26.8,17,44.1,4.1212,2.7821,5,Perch
932,17.1,24.1,12.7,9.0251,7.3266,5,Perch
257,32.4,13.2,18.8,11.0256,4.3049,5,Perch
757,35.2,31.1,43.4,5.6327,6.622,5,Perch
245,35,18.5,18.3,2.5326,6.5575,5,Perch
552,32.5,34.6,24.5,11.2366,3.1423,5,Perch
29,33.1,32.1,10.7,8.2884,5.5773,5,Perch
122,8.1,21.5,22.2,6.2825,3.6856,5,Perch
134,29.3,9.4,17.1,9.1485,4.2145,5,Perch
809,18.3,33.9,33.1,8.7507,7.9601,5,Perch
958,35.6,12.3,20.8,3.2827,3.0766,5,Perch
596,30.4,21,12.1,3.4093,6.4329,5,Perch
357,33.1,32.3,15.1,11.4222,2.264,5,Perch
1023,22.8,33.4,34.2,3.0745,6.4307,5,Perch
330,12.1,10.6,13.9,4.7593,4.805,5,Perch
728,20.5,37.7,16.2,10.2031,2.704,5,Perch
992,38.2,24.6,37.9,10.4403,2.3386,5,Perch
639,31.9,42,37.4,8.4395,5.014,5,Perch
393,7.3,26.3,15.3,11.8679,7.419,5,Perch
870,36.9,14.4,41.6,2.7649,3.9316,5,Perch
793,25,9.8,21.6,7.3412,4.7565,5,Perch
538,15.4,33.4,19.4,9.2607,5.5358,5,Perch
60,9.4,13.3,12.6,3.16,2.9632,5,Perch
323,26,28.6,25.9,2.4807,2.3504,5,Perch
512,17.8,30,11.6,9.5358,1.3147,5,Perch
871,8.9,38.8,21.8,11.034,5.4529,5,Perch
455,22.2,33,34,4.1819,4.1061,5,Perch
478,14.5,31.4,38.5,7.0335,5.5623,5,Perch
283,23.1,26.6,36.4,8.3063,3.8542,5,Perch
579,29.9,25.6,12.9,5.4273,3.8833,5,Perch
443,33.7,24.1,40.7,5.1221,5.0114,5,Perch
855,12.6,24.5,10.2,12.9382,4.7968,5,Perch
755,16.3,40.5,8.5,4.4373,5.9537,5,Perch
33,21.1,42.4,36.5,11.7534,5.172,5,Perch
178,9.1,33.3,19.5,12.2644,7.1209,5,Perch
608,25.3,28.5,12.7,5.2052,4.4932,5,Perch
161,16.1,12.1,31.5,9.411,1.77,5,Perch
1087,12.7,19.2,9.8,4.4541,7.8324,5,Perch
418,18.9,13.3,36.1,11.8001,1.3647,5,Perch
862,14.5,40.1,32.4,3.0762,5.6057,5,Perch
407,36.4,30.7,33,4.498,3.5271,5,Perch
767,19.3,41.6,40.5,6.0231,6.5097,5,Perch
424,38.2,33.1,22.4,4.9732,7.1938,5,Perch
304,24.8,30.7,23.4,4.0102,4.2554,5,Perch
1083,29.7,41.3,33.9,5.0434,7.7077,5,Perch
935,10.1,8.3,34.3,7.2662,5.8585,5,Perch
86,35.9,40.3,24.3,7.344,7.5278,5,Perch
411,35.7,40.2,23.6,8.1656,4.0459,5,Perch
167,27.5,23.6,45.5,6.2672,2.9345,5,Perch
1042,38.2,41.9,31.1,12.9932,4.7757,5,Perch
1002,33.2,23,33.5,5.9829,1.3837,5,Perch
653,26.6,30.9,12.5,6.8169,5.9279,5,Perch
408,17.4,22.6,23.7,3.0395,4.2067,5,Perch
880,31.2,15,45.8,12.1697,6.5028,5,Perch
521,37,36.4,13.4,12.1807,6.3493,5,Perch
1044,35.9,12.2,20.9,10.4934,3.9698,5,Perch
862,10,40.9,34.8,9.2799,7.629,5,Perch
277,32.2,14.3,14.8,5.5561,2.8526,5,Perch
596,18,9.3,14.9,2.1957,7.7724,5,Perch
914,33.7,33.7,16.5,5.5789,4.0086,5,Perch
1064,9.7,20.6,20.5,8.0453,1.3437,5,Perch
886,23.9,18.4,37.4,10.4284,7.4094,5,Perch
338,29.6,35.6,41.6,5.6386,7.0934,5,Perch
849,20.2,22.8,33.5,4.1374,5.3812,5,Perch
54,24.2,32.7,38,9.898,7.1534,5,Perch
751,32.1,40.4,29.8,4.0099,1.4816,5,Perch
412,19.9,12.2,9.4,4.7862,3.8474,5,Perch
944,21.5,24.1,30.4,4.1466,6.0085,5,Perch
372,11.7,23.2,15,2.3542,1.4753,5,Perch
471,39,24,18.7,10.7508,4.2193,5,Perch
533,19.9,22.9,40.5,8.5833,2.2961,5,Perch
31,11.8,32.4,32.4,3.4418,5.1568,5,Perch
783,27.8,23.2,24,9.8326,1.791,5,Perch
186,14.5,30.5,34.2,9.1338,3.9724,5,Perch
809,7.4,9.5,15.1,10.9384,3.9156,5,Perch
690,34.4,42.1,42.6,9.7961,1.4926,5,Perch
1053,11.3,31.1,45.9,2.9477,7.1172,5,Perch
797,12.8,17.6,16.7,3.6003,5.0167,5,Perch
21,9.8,12.7,45.5,7.2036,6.0408,5,Perch
1035,19.7,38.1,38.9,4.4877,5.6904,5,Perch
31,10.4,10,38.7,7.6933,3.5949,5,Perch
120,20.5,27.7,28.8,4.6052,2.5884,5,Perch
25,24.5,20.5,16.3,5.0354,1.2255,5,Perch
886,11.2,21.6,23.7,6.5497,7.9289,5,Perch
995,38.4,18.2,40.3,2.2868,3.0506,5,Perch
246,22.3,15.3,19.1,10.8459,1.5266,5,Perch
215,12,24.5,17.8,7.2019,7.1121,5,Perch
999,19.8,40.3,12.1,6.7879,2.795,5,Perch
656,20.4,11.2,42.1,9.0228,4.2232,5,Perch
135,11.8,12.9,34.1,7.8842,1.6102,5,Perch
758,25.2,29.7,38.1,7.2013,2.8775,5,Perch
635,30,26.5,35.6,7.3494,1.2219,5,Perch
35,36.1,10.1,23.9,4.3013,6.744,5,Perch
469,34.1,32.3,9.7,12.174,4.7544,5,Perch
487,17.8,34.9,10.8,6.2458,3.776,5,Perch
41,23.7,10.4,20,9.1502,5.7878,5,Perch
795,39.3,35,31.5,6.4455,1.561,5,Perch
87,16.3,39.9,12.1,4.7154,2.5928,5,Perch
858,28.3,10.5,16.2,6.1762,7.1493,5,Perch
608,30.1,8.4,17.4,10.047,4.5843,5,Perch
106,28.8,17.5,22.3,9.3679,1.3127,5,Perch
729,26.6,24.9,19.9,3.8348,4.3951,5,Perch
429,18.9,13.3,31.4,6.4434,7.064,5,Perch
823,34.4,35.5,11,12.7771,6.3881,5,Perch
245,30.4,11.3,33.8,11.2342,2.991,5,Perch
432,10.3,8,33.4,4.1721,5.8312,5,Perch
795,10.2,17.2,15.5,8.1741,2.8093,5,Perch
789,39.7,12.7,38.4,2.2232,4.1963,5,Perch
526,7.5,37.2,34.8,2.1584,3.3939,5,Perch
306,37.2,19.5,10.3,3.2251,5.4619,5,Perch
850,24.7,9.8,33.7,2.8796,5.337,5,Perch
646,7.1,29.8,40.8,11.9882,5.9632,5,Perch
887,35.3,42.5,21.6,9.2385,7.1885,5,Perch
442,29,17.9,45.4,5.9686,4.3719,5,Perch
737,25.7,11.3,45.2,4.5572,6.5809,5,Perch
1050,38.8,24.9,24,6.0959,6.5586,5,Perch
131,33.6,38.5,22,3.6135,7.4174,5,Perch
471,21.6,31.5,14.4,10.8617,7.6395,5,Perch
429,21.7,28.9,13.6,2.2394,6.8811,5,Perch
832,12.7,12.6,28.1,5.8374,3.5147,5,Perch
758,22.8,37.8,12.9,12.3231,1.3686,5,Perch
623,25.3,28,22.7,11.038,7.0518,5,Perch
807,17.3,38.3,31.9,9.8576,7.4688,5,Perch
948,31.7,10.3,11.1,5.9551,3.9474,5,Perch
967,35,40.5,26.3,8.4024,1.42,5,Perch
986,34.6,17.1,18.7,9.9849,4.3766,5,Perch
1097,26.7,38.3,8,5.8504,2.6582,5,Perch
495,22.8,32.7,42.9,9.6413,4.1147,5,Perch
728,7.5,18,17.5,12.0205,4.817,5,Perch
614,34.4,41.5,12.4,12.7979,4.3963,5,Perch
653,23.4,15,32.3,7.3112,3.7179,5,Perch
323,15.4,15.7,23.5,4.1419,6.8815,5,Perch
985,27.1,29.9,39.5,5.1984,2.0311,5,Perch
525,16.3,36.4,43.8,10.5487,7.0654,5,Perch
264,24.2,34.2,9.4,2.1731,6.2233,5,Perch
885,8.6,26.2,33.9,9.118,6.813,5,Perch
924,28.5,28.8,19.1,10.2841,1.5828,5,Perch
402,32.1,18.9,40,12.7661,3.0059,5,Perch
134,15,19.8,32.9,12.4148,5.0683,5,Perch
825,11.8,39.6,45.8,11.1137,6.0338,5,Perch
360,9,33.6,11.4,10.6552,6.4012,5,Perch
180,29.9,27.4,20.6,11.0533,4.8838,5,Perch
162,31.7,12.2,23.3,10.697,4.9411,5,Perch
620,37,34,19.2,4.8888,3.1039,5,Perch
1052,36.3,24,13.2,6.2444,1.8804,5,Perch
830,39.4,37.5,30.3,7.7111,7.669,5,Perch
587,29.9,32.2,23.8,3.7953,5.6748,5,Perch
167,22.4,42.1,14.5,2.6745,2.4256,5,Perch
907,37.4,20.6,40.9,12.1965,4.2502,5,Perch
318,37.3,24.5,19.9,3.7017,6.0482,5,Perch
72,8.7,11.5,27.6,7.82,5.2048,5,Perch
779,34,19.5,20.8,9.0047,2.7857,5,Perch
523,21.1,41.9,24.5,11.9672,3.8833,5,Perch
221,26.5,39.1,30.3,2.2449,5.8468,5,Perch
102,30.4,37,32.7,3.2588,6.8824,5,Perch
590,21.3,40.4,43.5,9.7069,6.9059,5,Perch
845,28.5,28.5,39.3,4.7488,5.3765,5,Perch
297,33.9,15.8,28.1,6.2868,3.6104,5,Perch
172,25.7,12.4,19.4,11.8309,2.6824,5,Perch
168,31.9,26,33,6.9195,2.2472,5,Perch
383,24.1,11.8,12.8,9.7786,4.086,5,Perch
660,32.7,30.7,44.4,5.3975,3.6872,5,Perch
397,34.3,11.7,33.7,4.3606,6.1698,5,Perch
235,23.8,12.4,29.6,5.3961,3.2532,5,Perch
327,23.7,13.9,14.5,5.2999,7.3011,5,Perch
42,10.6,27.7,40.3,2.4506,7.5049,5,Perch
155,32.9,42.7,16.4,11.649,2.4283,5,Perch
501,36.5,15.4,28.8,6.2317,2.0928,5,Perch
909,26.1,37.2,34.2,2.7742,1.2037,5,Perch
185,28.8,16.4,33.3,11.7248,7.196,5,Perch
158,26.1,40,34.9,12.8827,5.6703,5,Perch
992,21.2,14.1,38.8,3.54,4.5317,5,Perch
662,13.1,34.3,32.8,6.9757,5.8208,5,Perch
542,15,38,15.3,11.7081,6.113,5,Perch
288,24.4,42,13.5,3.2408,1.626,5,Perch
15,13.1,10.7,32,2.6984,6.3293,5,Perch
251,14.2,20.7,45.7,8.9892,4.5788,5,Perch
612,13,28.1,20.1,12.5296,6.7387,5,Perch
183,16.3,39.4,31.6,9.2928,6.958,5,Perch
957,23.4,18.8,36.7,10.0569,7.3286,5,Perch
98,24.8,39.5,20.4,6.141,3.5138,5,Perch
858,19.7,10.3,9.5,6.6465,4.6543,5,Perch
664,31.1,20.8,33.9,7.8398,6.3763,5,Perch
937,27.6,36,10.8,11.0949,1.2795,5,Perch
84,21.3,33.1,26.1,9.6854,2.4128,5,Perch
655,38.3,42,27.1,7.3234,3.6764,5,Perch
458,24.2,23.9,11.5,10.841,4.234,5,Perch
1044,14.9,41.4,14.6,7.843,4.241,5,Perch
205,27,36.8,23.7,7.3653,2.3596,5,Perch
752,29,42.3,37,5.8569,1.2547,5,Perch
305,14.7,8.4,34.1,12.0221,7.9843,5,Perch
336,7.3,23.2,19.8,2.6644,4.5775,5,Perch
630,37.3,29.4,42.5,2.2163,4.7842,5,Perch
664,31.6,32.3,36.5,12.423,1.1757,5,Perch
443,26.8,36.3,9.9,12.3077,4.5898,5,Perch
694,21.8,10.7,11.2,10.1694,3.3765,5,Perch
930,29,30.8,17.5,4.4853,1.3439,5,Perch
628,38.7,25.8,20.9,8.4406,7.6789,5,Perch
535,22.2,16.4,33.4,5.2037,4.3981,5,Perch
820,27.1,23.1,11.5,11.2172,5.587,5,Perch
188,26.3,40.4,19.9,7.5844,6.3865,5,Perch
160,32.4,30.9,31.4,12.7237,5.1169,5,Perch
1059,23.6,36.7,33.4,2.07,2.9244,5,Perch
986,13.1,22.2,32.6,6.9058,7.8321,5,Perch
1047,23.9,39.8,22.7,7.3791,7.2158,5,Perch
427,21.9,29.5,16.3,12.4409,4.2665,5,Perch
157,19.3,12.9,25.4,11.6945,7.9094,5,Perch
773,16.5,38.9,43.3,6.4018,6.1699,5,Perch
500,18.5,12.3,33.1,4.8844,6.6193,5,Perch
556,16.4,26.7,24.3,5.4197,1.8336,5,Perch
236,18.4,20.3,25.4,4.7971,5.2094,5,Perch
491,14.2,21.1,30.6,3.7731,2.933,5,Perch
207,34.7,27.7,17.3,7.6784,1.9458,5,Perch
120,24.9,26.2,16.6,6.0176,1.2749,5,Perch
845,19,16.6,11,2.6398,4.2598,5,Perch
1073,11.9,11.6,23,11.4816,3.3703,5,Perch
98,37.7,16.8,17.8,9.7387,4.9104,5,Perch
770,13.5,41.8,28.1,2.066,4.775,5,Perch
783,11.7,11.4,8.2,8.7116,5.505,5,Perch
864,30.6,40.3,42.7,12.6631,7.3457,5,Perch
559,29.9,39.3,32.3,7.4567,3.6747,5,Perch
448,9.3,13.1,29.8,3.3944,4.5131,5,Perch
953,26.9,13,20.2,4.564,3.2182,5,Perch
518,8.3,8.2,24.1,4.0664,1.3469,5,Perch
720,38.7,24.9,43.5,2.4982,6.0533,5,Perch
631,35.9,12.2,31.4,4.7747,3.2197,5,Perch
808,38.4,24.5,39.1,11.4028,1.6308,5,Perch
716,31.1,32.5,38.8,10.5827,2.789,5,Perch
799,34.8,16.8,20.4,12.3076,1.9774,5,Perch
531,32.5,23.1,28.4,12.4296,1.6385,5,Perch
983,36.8,30.3,15.1,10.9564,2.792,5,Perch
704,12.8,10.4,19.3,8.5685,7.8324,5,Perch
442,11.3,32.9,25.2,3.3945,4.6885,5,Perch
1095,13.5,29.1,20.1,3.4569,3.1105,5,Perch
970,37.9,24.3,25.9,2.6505,5.1582,5,Perch
710,15.2,12.9,35.9,12.029,7.0203,5,Perch
679,23.5,40.4,9.1,8.9804,4.2356,5,Perch
826,33.6,39.5,38,6.225,5.9942,5,Perch
73,15.4,18.5,29,9.0096,5.8804,5,Perch
374,34.9,17.7,23.8,4.0126,7.2984,5,Perch
270,10.1,25.8,15.8,3.4176,1.1241,5,Perch
